id,raw_text,normalized_text,label,split
986,"Cho tôi xem lịch ngày mai.","cho tôi xem lịch ngày mai",calendar,test
987,"Chạy Notepad!","chạy notepad",control_device,test
988,"Tôi uống cà phê mỗi sáng.","tôi uống cà phê mỗi sáng",personalize,test
989,"Tôi thường thức dậy lúc 6 giờ sáng.","tôi thường thức dậy lúc 6 giờ sáng",personalize,test
990,"Tôi không thích thức khuya.","tôi không thích thức khuya",personalize,train
991,"Ghi âm cuộc gọi này!","ghi âm cuộc gọi này",control_device,train
992,"Thêm lịch đi chơi cuối tuần.","thêm lịch đi chơi cuối tuần",calendar,train
993,"Khi nào nên ưu tiên công việc quan trọng?","khi nào nên ưu tiên công việc quan trọng",qa,train
994,"Thoát khỏi chương trình hiện tại!","thoát khỏi chương trình hiện tại",control_device,train
995,"Cách làm trà sữa tại nhà?","cách làm trà sữa tại nhà",qa,train
996,"Bật điểm phát wifi!","bật điểm phát wifi",control_device,train
997,"Tối nay có kế hoạch gì?","tối nay có kế hoạch gì",calendar,train
998,"Tại sao ánh sáng truyền nhanh hơn âm thanh?","tại sao ánh sáng truyền nhanh hơn âm thanh",qa,train
999,"Chia sẻ ảnh!","chia sẻ ảnh",control_device,train
1000,"Giá trị của Pi là gì?","giá trị của pi là gì",qa,train
1001,"Việc tiếp theo tôi cần làm là gì?","việc tiếp theo tôi cần làm là gì",calendar,train
1002,"Hẹn báo thức 7h sáng!","hẹn báo thức 7h sáng",control_device,train
1003,"Vì sao nên sử dụng phương tiện công cộng?","vì sao nên sử dụng phương tiện công cộng",qa,train
1004,"Quay lại bài trước!","quay lại bài trước",control_device,train
1005,"Lên lịch học Python lúc 14 giờ hôm nay.","lên lịch học python lúc 14 giờ hôm nay",calendar,train
1006,"Làm sao để tập trung khi học?","làm sao để tập trung khi học",qa,train
1007,"Lịch tuần này có gì đáng chú ý?","lịch tuần này có gì đáng chú ý",calendar,train
1008,"Mở ứng dụng bản đồ!","mở ứng dụng bản đồ",control_device,train
1009,"Tại sao nên quản lý chi tiêu cá nhân?","tại sao nên quản lý chi tiêu cá nhân",qa,train
1010,"Kiểm tra lịch giúp tôi.","kiểm tra lịch giúp tôi",calendar,train
1011,"Làm sao để phỏng vấn thành công?","làm sao để phỏng vấn thành công",qa,train
1012,"Việt Nam có bao nhiêu tỉnh?","việt nam có bao nhiêu tỉnh",qa,train
1013,"Chiều thứ sáu tôi có hẹn không?","chiều thứ sáu tôi có hẹn không",calendar,train
1014,"Gửi tin nhắn mới!","gửi tin nhắn mới",control_device,train
1015,"Tắt tiếng máy!","tắt tiếng máy",control_device,train
1016,"Machine learning là gì?","machine learning là gì",qa,train
1017,"Blockchain hoạt động sao?","blockchain hoạt động sao",qa,train
1018,"Python dùng để làm gì?","python dùng để làm gì",qa,train
1019,"Docker là gì vậy?","docker là gì vậy",qa,train
1020,"AI khác Machine Learning chỗ nào?","ai khác machine learning chỗ nào",qa,train
1021,"Deep learning là gì?","deep learning là gì",qa,train
1022,"Backend là gì?","backend là gì",qa,train
1023,"Frontend là gì?","frontend là gì",qa,train
1024,"API là gì?","api là gì",qa,train
1025,"Embedding là gì?","embedding là gì",qa,train
1026,"Vector database là gì?","vector database là gì",qa,train
1027,"RAG là gì?","rag là gì",qa,train
1028,"LLM là gì?","llm là gì",qa,train
1029,"Mô hình Transformer là gì?","mô hình transformer là gì",qa,train
1030,"Whisper dùng để làm gì?","whisper dùng để làm gì",qa,train
1031,"FastAPI là gì?","fastapi là gì",qa,train
1032,"Websocket là gì?","websocket là gì",qa,train
1033,"PostgreSQL là gì?","postgresql là gì",qa,train
1034,"Redis là gì?","redis là gì",qa,train
1035,"Semantic search là gì?","semantic search là gì",qa,train
1036,"Vì sao AI cần dữ liệu?","vì sao ai cần dữ liệu",qa,train
1037,"GPU dùng để làm gì?","gpu dùng để làm gì",qa,train
1038,"CPU khác GPU thế nào?","cpu khác gpu thế nào",qa,train
1039,"Internet hoạt động sao?","internet hoạt động sao",qa,train
1040,"Wifi là gì?","wifi là gì",qa,train
1041,"Linux là gì?","linux là gì",qa,train
1042,"Ubuntu là gì?","ubuntu là gì",qa,train
1043,"Windows kernel là gì?","windows kernel là gì",qa,train
1044,"Học AI bắt đầu từ đâu?","học ai bắt đầu từ đâu",qa,train
1045,"Python khó không?","python khó không",qa,train
1046,"Cách học Machine Learning?","cách học machine learning",qa,train
1047,"Supervised learning là gì?","supervised learning là gì",qa,train
1048,"Unsupervised learning là gì?","unsupervised learning là gì",qa,train
1049,"NLP là gì?","nlp là gì",qa,train
1050,"Computer vision là gì?","computer vision là gì",qa,train
1051,"Speech to text là gì?","speech to text là gì",qa,train
1052,"Text to speech là gì?","text to speech là gì",qa,train
1053,"Vì sao AI hallucination?","vì sao ai hallucination",qa,train
1054,"Prompt engineering là gì?","prompt engineering là gì",qa,train
1055,"Vector là gì?","vector là gì",qa,train
1056,"Cosine similarity là gì?","cosine similarity là gì",qa,train
1057,"SQL là gì?","sql là gì",qa,train
1058,"MongoDB là gì?","mongodb là gì",qa,train
1059,"Docker compose là gì?","docker compose là gì",qa,train
1060,"Virtualenv là gì?","virtualenv là gì",qa,train
1061,"Pip là gì?","pip là gì",qa,train
1062,"JSON là gì?","json là gì",qa,train
1063,"CSV là gì?","csv là gì",qa,train
1064,"HTTP là gì?","http là gì",qa,train
1065,"HTTPS là gì?","https là gì",qa,train
1066,"JWT là gì?","jwt là gì",qa,train
1067,"Cookie là gì?","cookie là gì",qa,train
1068,"Session là gì?","session là gì",qa,train
1069,"Microservice là gì?","microservice là gì",qa,train
1070,"Monolithic là gì?","monolithic là gì",qa,train
1071,"OOP là gì?","oop là gì",qa,train
1072,"Python async là gì?","python async là gì",qa,train
1073,"Thread là gì?","thread là gì",qa,train
1074,"Process là gì?","process là gì",qa,train
1075,"Latency là gì?","latency là gì",qa,train
1076,"Cache là gì?","cache là gì",qa,train
1077,"Nginx là gì?","nginx là gì",qa,train
1078,"Server là gì?","server là gì",qa,train
1079,"Client server là gì?","client server là gì",qa,train
1080,"Internet of Things là gì?","internet of things là gì",qa,train
1081,"Smart home là gì?","smart home là gì",qa,train
1082,"Edge AI là gì?","edge ai là gì",qa,train
1083,"OpenAI là công ty gì?","openai là công ty gì",qa,train
1084,"Ollama dùng để làm gì?","ollama dùng để làm gì",qa,train
1085,"Qwen là model gì?","qwen là model gì",qa,train
1086,"Đặt lịch học ngày mai 6 giờ.","đặt lịch học ngày mai 6 giờ",calendar,train
1087,"Hủy lịch mai.","hủy lịch mai",calendar,train
1088,"Hủy lịch ngày mai.","hủy lịch ngày mai",calendar,train
1089,"Thêm lịch mai dậy.","thêm lịch mai dậy",calendar,train
1090,"Đặt lịch mai.","đặt lịch mai",calendar,train
1091,"Gemma là gì?","gemma là gì",qa,train
1092,"Llama là gì?","llama là gì",qa,train
1093,"Vì sao embedding hữu ích?","vì sao embedding hữu ích",qa,train
1094,"Học data mining là gì?","học data mining là gì",qa,train
1095,"Tiền xử lý dữ liệu là gì?","tiền xử lý dữ liệu là gì",qa,train
1096,"Noise data là gì?","noise data là gì",qa,train
1097,"Missing data là gì?","missing data là gì",qa,train
1098,"Feature engineering là gì?","feature engineering là gì",qa,train
1099,"Classification là gì?","classification là gì",qa,train
1100,"Regression là gì?","regression là gì",qa,train
1101,"Clustering là gì?","clustering là gì",qa,train
1102,"Recall precision là gì?","recall precision là gì",qa,train
1103,"F1 score là gì?","f1 score là gì",qa,train
1104,"Accuracy là gì?","accuracy là gì",qa,train
1105,"AI agent là gì?","ai agent là gì",qa,train
1106,"Multi agent là gì?","multi agent là gì",qa,train
1107,"MCP là gì?","mcp là gì",qa,train
1108,"Fine tuning là gì?","fine tuning là gì",qa,train
1109,"Quantization là gì?","quantization là gì",qa,train
1110,"Int8 là gì?","int8 là gì",qa,train
1111,"Fp16 là gì?","fp16 là gì",qa,train
1112,"Cuda là gì?","cuda là gì",qa,train
1113,"Pytorch là gì?","pytorch là gì",qa,train
1114,"Tensorflow là gì?","tensorflow là gì",qa,train
1115,"Sklearn là gì?","sklearn là gì",qa,train
1116,"Sentence transformer là gì?","sentence transformer là gì",qa,train
1117,"Bạn giải thích websocket đi!","bạn giải thích websocket đi",qa,train
1118,"Websocket realtime thế nào?","websocket realtime thế nào",qa,train
1119,"Streaming audio là gì?","streaming audio là gì",qa,train
1120,"Sự khác nhau polling websocket?","sự khác nhau polling websocket",qa,train
1121,"Vì sao websocket nhanh?","vì sao websocket nhanh",qa,train
1122,"STT nghĩa là gì?","stt nghĩa là gì",qa,train
1123,"Vad filtering là gì?","vad filtering là gì",qa,train
1124,"Beam search là gì?","beam search là gì",qa,train
1125,"Semantic retrieval là gì?","semantic retrieval là gì",qa,train
1126,"Knowledge base là gì?","knowledge base là gì",qa,train
1127,"Nhắc tôi họp lúc 8 giờ sáng.","nhắc tôi họp lúc 8 giờ sáng",calendar,train
1128,"Mai có lịch gì không?","mai có lịch gì không",calendar,validation
1129,"Xóa lịch chiều nay.","xóa lịch chiều nay",calendar,validation
1130,"Đặt lịch học lúc 7h tối.","đặt lịch học lúc 7h tối",calendar,validation
1131,"Lịch ngày mai sao rồi?","lịch ngày mai sao rồi",calendar,validation
1132,"Chiều mai tôi có bận không?","chiều mai tôi có bận không",calendar,validation
1133,"Hủy cái lịch mới tạo.","hủy cái lịch mới tạo",calendar,validation
1134,"Tạo lịch gym 6h sáng mai.","tạo lịch gym 6h sáng mai",calendar,validation
1135,"Thêm lịch đi cà phê tối nay.","thêm lịch đi cà phê tối nay",calendar,validation
1136,"Mai có cuộc họp nào không?","mai có cuộc họp nào không",calendar,validation
1137,"Xem lịch hôm nay.","xem lịch hôm nay",calendar,validation
1138,"Check lịch ngày mai.","check lịch ngày mai",calendar,validation
1139,"Đặt nhắc nhở uống thuốc 9h.","đặt nhắc nhở uống thuốc 9h",calendar,validation
1140,"Bỏ lịch họp chiều mai.","bỏ lịch họp chiều mai",calendar,validation
1141,"Lên lịch học AI tối nay.","lên lịch học ai tối nay",calendar,validation
1142,"Nhắc tôi ngủ sớm lúc 11h.","nhắc tôi ngủ sớm lúc 11h",calendar,validation
1143,"Mai rảnh không?","mai rảnh không",calendar,validation
1144,"Hôm nay tôi có gì không?","hôm nay tôi có gì không",calendar,validation
1145,"Xóa giúp tôi cái lịch tối qua.","xóa giúp tôi cái lịch tối qua",calendar,validation
1146,"Đặt lịch sinh nhật mẹ chủ nhật.","đặt lịch sinh nhật mẹ chủ nhật",calendar,validation
1147,"Thêm reminder họp team 8h.","thêm reminder họp team 8h",calendar,validation
1148,"Cancel lịch tối nay.","cancel lịch tối nay",calendar,test
1149,"Show lịch ngày mai.","show lịch ngày mai",calendar,test
1150,"Schedule cuộc họp lúc 10h.","schedule cuộc họp lúc 10h",calendar,test
1151,"Remind tôi đi học mai 7h.","remind tôi đi học mai 7h",calendar,test
1152,"Tôi thích màu xanh.","tôi thích màu xanh",personalize,test
1153,"Món ăn yêu thích của tôi là phở.","món ăn yêu thích của tôi là phở",personalize,test
1154,"Mình tên là Cảnh.","mình tên là cảnh",personalize,test
1155,"Tôi 21 tuổi.","tôi 21 tuổi",personalize,test
1156,"Tôi học ngành Công nghệ thông tin.","tôi học ngành công nghệ thông tin",personalize,test
1157,"Tôi sống ở Hà Nội.","tôi sống ở hà nội",personalize,test
1158,"Quê tôi ở Nam Định.","quê tôi ở nam định",personalize,test
1159,"Mình thích chơi game.","mình thích chơi game",personalize,test
1160,"Thêm lịch đi cà phê tối nay.","thêm lịch đi cà phê tối nay",calendar,test
1161,"Xóa lịch chiều nay.","xóa lịch chiều nay",calendar,test
1162,"Đặt nhắc nhở uống thuốc 9h.","đặt nhắc nhở uống thuốc 9h",calendar,test
1163,"Tôi làm ở Google.","tôi làm ở google",personalize,train
1164,"Đồ uống yêu thích của tôi là trà sữa.","đồ uống yêu thích của tôi là trà sữa",personalize,train
1165,"Hãy trả lời ngắn gọn thôi.","hãy trả lời ngắn gọn thôi",personalize,train
1166,"Nói tự nhiên thôi.","nói tự nhiên thôi",personalize,train
1167,"Giải thích kỹ hơn nhé.","giải thích kỹ hơn nhé",personalize,train
1168,"Mình học ở HUST.","mình học ở hust",personalize,train
1169,"Tôi thích nghe nhạc Lo-Fi.","tôi thích nghe nhạc lofi",personalize,train
1170,"Tôi thích ăn gà rán.","tôi thích ăn gà rán",personalize,train
1171,"Tôi tên Cảnh Nguyễn.","tôi tên cảnh nguyễn",personalize,train
1172,"Mình làm Backend Developer.","mình làm backend developer",personalize,train
1173,"Hãy nói lịch sự hơn.","hãy nói lịch sự hơn",personalize,train
1174,"Đừng dài dòng quá.","đừng dài dòng quá",personalize,train
1175,"Mình ở Hà Đông.","mình ở hà đông",personalize,train
1176,"Sở thích của tôi là đọc sách.","sở thích của tôi là đọc sách",personalize,train
1177,"Mở YouTube!","mở youtube",control_device,train
1178,"Vào YouTube đi!","vào youtube đi",control_device,train
1179,"Open YouTube!","open youtube",control_device,train
1180,"Mở Facebook giúp tôi!","mở facebook giúp tôi",control_device,train
1181,"Truy cập GitHub!","truy cập github",control_device,train
1182,"Mở Gmail đi!","mở gmail đi",control_device,train
1183,"Mở Google Calendar!","mở google calendar",control_device,train
1184,"Vào Drive giúp tôi!","vào drive giúp tôi",control_device,train
1185,"Mở ChatGPT!","mở chatgpt",control_device,train
1186,"Mở Gemini!","mở gemini",control_device,train
1187,"Search Machine Learning!","search machine learning",control_device,train
1188,"Tìm blockchain trên Google!","tìm blockchain trên google",control_device,train
1189,"Google docker là gì!","google docker là gì",control_device,train
1190,"Tìm video python trên YouTube!","tìm video python trên youtube",control_device,train
1191,"Mở YouTube nhạc Lo-Fi!","mở youtube nhạc lofi",control_device,train
1192,"Search websocket fastapi!","search websocket fastapi",control_device,train
1193,"Mở Stack Overflow!","mở stackoverflow",control_device,train
1194,"Mở Docs!","mở docs",control_device,train
1195,"Mở Google Sheet!","mở google sheet",control_device,train
1196,"Vào Instagram!","vào instagram",control_device,train
1197,"Mở TikTok đi!","mở tiktok đi",control_device,train
1198,"Tìm AI Agent!","tìm ai agent",control_device,train
1199,"YouTube nhạc chill!","youtube nhạc chill",control_device,train
1200,"Google Semantic Search!","google semantic search",control_device,train
1201,"YouTube blockchain!","youtube blockchain",control_device,train
1202,"Google Machine Learning!","google machine learning",control_device,train
1203,"Open GitHub!","open github",control_device,train
1204,"ChatGPT đi!","chatgpt đi",control_device,train
1205,"Gmail giúp tôi!","gmail giúp tôi",control_device,train
1206,"Mở du túp!","mở du túp",control_device,train
1207,"Gô gồ machine learning!","gô gồ machine learning",control_device,train
1208,"Mở git húp!","mở git húp",control_device,train
1209,"Hệ điều hành dùng để làm gì?","hệ điều hành dùng để làm gì",qa,train
1210,"Vì sao cần database?","vì sao cần database",qa,train
1211,"Công dụng của docker là gì?","công dụng của docker là gì",qa,train
1212,"Mạng neural là gì?","mạng neural là gì",qa,train
1213,"AI học từ dữ liệu kiểu gì?","ai học từ dữ liệu kiểu gì",qa,train
1214,"Trí tuệ nhân tạo hoạt động sao?","trí tuệ nhân tạo hoạt động sao",qa,train
1215,"Chatbot hoạt động như nào?","chatbot hoạt động như nào",qa,train
1216,"Vì sao LLM trả lời được câu hỏi?","vì sao llm trả lời được câu hỏi",qa,train
1217,"Mô hình ngôn ngữ lớn là gì?","mô hình ngôn ngữ lớn là gì",qa,train
1218,"Vì sao semantic search tốt hơn keyword search?","vì sao semantic search tốt hơn keyword search",qa,train
1219,"Embedding vector dùng để làm gì?","embedding vector dùng để làm gì",qa,train
1220,"Cách hoạt động của cosine similarity?","cách hoạt động của cosine similarity",qa,train
1221,"Vì sao websocket phù hợp realtime?","vì sao websocket phù hợp realtime",qa,train
1222,"API Restful là gì?","api restful là gì",qa,train
1223,"Cơ sở dữ liệu quan hệ là gì?","cơ sở dữ liệu quan hệ là gì",qa,train
1224,"Vì sao nên dùng PostgreSQL?","vì sao nên dùng postgresql",qa,train
1225,"Deep neural network là gì?","deep neural network là gì",qa,train
1226,"Vì sao GPU mạnh cho AI?","vì sao gpu mạnh cho ai",qa,train
1227,"Machine learning có cần toán không?","machine learning có cần toán không",qa,train
1228,"Docker giúp gì cho deploy?","docker giúp gì cho deploy",qa,train
1229,"Streaming realtime nghĩa là gì?","streaming realtime nghĩa là gì",qa,train
1230,"Vector search hoạt động ra sao?","vector search hoạt động ra sao",qa,train
1231,"Tại sao AI cần training data?","tại sao ai cần training data",qa,train
1232,"Mô hình AI học như thế nào?","mô hình ai học như thế nào",qa,train
1233,"Speech recognition là gì?","speech recognition là gì",qa,train
1234,"Text embedding là gì?","text embedding là gì",qa,train
1235,"Vì sao AI đôi lúc trả lời sai?","vì sao ai đôi lúc trả lời sai",qa,train
1236,"Retrieval Augmented Generation là gì?","retrieval augmented generation là gì",qa,train
1237,"Transformer model hoạt động sao?","transformer model hoạt động sao",qa,train
1238,"Python phổ biến vì sao?","python phổ biến vì sao",qa,train
1239,"Tạo lịch họp team lúc 9h sáng mai.","tạo lịch họp team lúc 9h sáng mai",calendar,train
1240,"Mai tôi có cuộc hẹn nào không?","mai tôi có cuộc hẹn nào không",calendar,train
1241,"Xem giúp lịch ngày kia.","xem giúp lịch ngày kia",calendar,train
1242,"Đặt nhắc nhở học bài tối nay.","đặt nhắc nhở học bài tối nay",calendar,train
1243,"Xóa cuộc hẹn sáng mai.","xóa cuộc hẹn sáng mai",calendar,train
1244,"Thêm lịch ăn tối lúc 7h.","thêm lịch ăn tối lúc 7h",calendar,train
1245,"Lịch tuần này của tôi thế nào?","lịch tuần này của tôi thế nào",calendar,train
1246,"Hủy reminder vừa thêm.","hủy reminder vừa thêm",calendar,train
1247,"Check giúp tôi lịch tối nay.","check giúp tôi lịch tối nay",calendar,train
1248,"Đặt lịch call khách hàng 3h chiều.","đặt lịch call khách hàng 3h chiều",calendar,train
1249,"Ngày mai có lịch học không?","ngày mai có lịch học không",calendar,train
1250,"Thêm lịch tập gym chiều mai.","thêm lịch tập gym chiều mai",calendar,train
1251,"Xóa lịch đi chơi cuối tuần.","xóa lịch đi chơi cuối tuần",calendar,train
1252,"Tạo reminder uống nước mỗi sáng.","tạo reminder uống nước mỗi sáng",calendar,train
1253,"Tôi có bận tối mai không?","tôi có bận tối mai không",calendar,train
1254,"Đặt lịch đi khám 8h sáng thứ 6.","đặt lịch đi khám 8h sáng thứ 6",calendar,train
1255,"Show calendar hôm nay.","show calendar hôm nay",calendar,train
1256,"Cancel cuộc họp ngày mai.","cancel cuộc họp ngày mai",calendar,train
1257,"Remind tôi ngủ lúc 12h.","remind tôi ngủ lúc 12h",calendar,train
1258,"Thêm lịch làm assignment tối nay.","thêm lịch làm assignment tối nay",calendar,train
1259,"Màu tôi thích nhất là đen.","màu tôi thích nhất là đen",personalize,train
1260,"Tôi cực thích uống cà phê.","tôi cực thích uống cà phê",personalize,train
1261,"Mình tên Khánh.","mình tên khánh",personalize,train
1262,"Tôi đang sống tại Đà Nẵng.","tôi đang sống tại đà nẵng",personalize,train
1263,"Quê mình ở Thái Bình.","quê mình ở thái bình",personalize,train
1264,"Tôi học ở Đại học Bách khoa Hà Nội.","tôi học ở đại học bách khoa hà nội",personalize,train
1265,"Tôi thích xem phim khoa học viễn tưởng.","tôi thích xem phim khoa học viễn tưởng",personalize,train
1266,"Mình mê đá bóng.","mình mê đá bóng",personalize,train
1267,"Tôi làm Frontend Developer.","tôi làm frontend developer",personalize,train
1268,"Đồ uống mình thích là coca.","đồ uống mình thích là coca",personalize,train
1269,"Hãy trả lời chi tiết hơn.","hãy trả lời chi tiết hơn",personalize,train
1270,"Nói chuyện casual thôi.","nói chuyện casual thôi",personalize,train
1271,"Đừng trả lời quá dài.","đừng trả lời quá dài",personalize,train
1272,"Tôi thích coding ban đêm.","tôi thích coding ban đêm",personalize,train
1273,"Mình tên là Minh Anh.","mình tên là minh anh",personalize,train
1274,"Tôi làm ở Viettel.","tôi làm ở viettel",personalize,train
1275,"Món khoái khẩu của tôi là bún bò.","món khoái khẩu của tôi là bún bò",personalize,train
1276,"Mình ở Cầu Giấy.","mình ở cầu giấy",personalize,train
1277,"Tôi thích nhạc chill.","tôi thích nhạc chill",personalize,train
1278,"Nói chuyện formal hơn nhé.","nói chuyện formal hơn nhé",personalize,train
1279,"Mở Netflix!","mở netflix",control_device,train
1280,"Vào GitHub giúp tôi!","vào github giúp tôi",control_device,train
1281,"Open Stack Overflow!","open stackoverflow",control_device,train
1282,"Mở Google Drive!","mở google drive",control_device,train
1283,"Truy cập Messenger!","truy cập messenger",control_device,train
1284,"Mở Twitch đi!","mở twitch đi",control_device,train
1285,"Search deep learning trên Google!","search deep learning trên google",control_device,train
1286,"YouTube nhạc ngủ ngon!","youtube nhạc ngủ ngon",control_device,train
1287,"Google websocket python!","google websocket python",control_device,train
1288,"Mở ChatGPT giúp tôi!","mở chatgpt giúp tôi",control_device,train
1289,"Vào TikTok luôn!","vào tiktok luôn",control_device,train
1290,"Search blockchain tutorial!","search blockchain tutorial",control_device,train
1291,"Mở docs Google!","mở docs google",control_device,train
1292,"YouTube học python cơ bản!","youtube học python cơ bản",control_device,train
1293,"Google fastapi websocket!","google fastapi websocket",control_device,train
1294,"Mở instagram đi!","mở instagram đi",control_device,train
1295,"Vào gmail luôn!","vào gmail luôn",control_device,train
1296,"Open Gemini!","open gemini",control_device,train
1297,"Search semantic retrieval!","search semantic retrieval",control_device,train
1298,"Mở lịch Google Calendar!","mở lịch google calendar",control_device,train
1299,"Mai nhớ kêu tôi dậy lúc 6h.","mai nhớ kêu tôi dậy lúc 6h",calendar,train
1300,"Tối nay tôi có gì cần làm không?","tối nay tôi có gì cần làm không",calendar,train
1301,"Ngày mai xem giúp tôi có lịch gì?","ngày mai xem giúp tôi có lịch gì",calendar,train
1302,"Chiều mai tôi có cuộc hẹn nào không?","chiều mai tôi có cuộc hẹn nào không",calendar,train
1303,"Thêm giúp tôi cái lịch học tối nay.","thêm giúp tôi cái lịch học tối nay",calendar,train
1304,"Tạo reminder uống thuốc lúc 9h tối.","tạo reminder uống thuốc lúc 9h tối",calendar,train
1305,"Mai có phải họp không nhỉ?","mai có phải họp không nhỉ",calendar,train
1306,"Đừng quên nhắc tôi học bài tối nay.","đừng quên nhắc tôi học bài tối nay",calendar,train
1307,"Check xem mai tôi rảnh không?","check xem mai tôi rảnh không",calendar,train
1308,"Đặt hộ tôi lịch họp sáng mai.","đặt hộ tôi lịch họp sáng mai",calendar,train
1309,"Đặt lịch học ngày mai 6 giờ.","đặt lịch học ngày mai 6 giờ",calendar,train
1310,"Hủy lịch mai.","hủy lịch mai",calendar,train
1311,"Hủy lịch ngày mai.","hủy lịch ngày mai",calendar,train
1312,"Thêm lịch mai dậy.","thêm lịch mai dậy",calendar,train
1313,"Đặt lịch mai.","đặt lịch mai",calendar,train
1314,"Mai nhớ gọi tôi lúc 6h nha.","mai nhớ gọi tôi lúc 6h nha",calendar,train
1315,"Chiều nay tôi có lịch gì không?","chiều nay tôi có lịch gì không",calendar,train
1316,"Thêm lịch học AI tối nay.","thêm lịch học ai tối nay",calendar,train
1317,"Mai có cuộc họp nào không ta?","mai có cuộc họp nào không ta",calendar,train
1318,"Đặt lịch cafe với Long lúc 7h tối.","đặt lịch cafe với long lúc 7h tối",calendar,train
1319,"Nhắc tôi uống nước sau 30 phút nữa.","nhắc tôi uống nước sau 30 phút nữa",calendar,train
1320,"Check lịch giúp tôi với.","check lịch giúp tôi với",calendar,train
1321,"Xóa cái lịch vừa tạo đi.","xóa cái lịch vừa tạo đi",calendar,validation
1322,"Đặt reminder học IELTS tối nay.","đặt reminder học ielts tối nay",calendar,validation
1323,"Thứ 7 này có lịch gì không?","thứ 7 này có lịch gì không",calendar,validation
1324,"Nhắc tôi nộp bài vào tối mai.","nhắc tôi nộp bài vào tối mai",calendar,validation
1325,"Mai tôi rảnh lúc nào?","mai tôi rảnh lúc nào",calendar,validation
1326,"Đặt lịch họp team sáng thứ 2.","đặt lịch họp team sáng thứ 2",calendar,validation
1327,"Show calendar hôm nay.","show calendar hôm nay",calendar,validation
1328,"Cuối tuần này có deadline gì không?","cuối tuần này có deadline gì không",calendar,validation
1329,"Thêm lịch đi khám răng ngày mai.","thêm lịch đi khám răng ngày mai",calendar,validation
1330,"8h tối nhớ nhắc tôi họp zoom.","8h tối nhớ nhắc tôi họp zoom",calendar,validation
1331,"Tạo reminder đi ngủ sớm.","tạo reminder đi ngủ sớm",calendar,validation
1332,"Mai có phải đi học không nhỉ?","mai có phải đi học không nhỉ",calendar,validation
1333,"Lịch tháng này còn trống không?","lịch tháng này còn trống không",calendar,validation
1334,"Nhắc tôi gọi điện cho mẹ tối nay.","nhắc tôi gọi điện cho mẹ tối nay",calendar,validation
1335,"Thêm lịch đi gym chiều mai.","thêm lịch đi gym chiều mai",calendar,validation
1336,"Sáng mai tôi có bận không?","sáng mai tôi có bận không",calendar,validation
1337,"Đặt lịch ăn tối với khách hàng.","đặt lịch ăn tối với khách hàng",calendar,validation
1338,"Xem giúp tôi lịch ngày kia.","xem giúp tôi lịch ngày kia",calendar,validation
1339,"Hủy lịch học tối nay đi.","hủy lịch học tối nay đi",calendar,validation
1340,"Nhắc tôi check mail lúc 9h sáng.","nhắc tôi check mail lúc 9h sáng",calendar,validation
1341,"Mai còn cuộc hẹn nào không?","mai còn cuộc hẹn nào không",calendar,test
1342,"Lịch tuần sau như nào nhỉ?","lịch tuần sau như nào nhỉ",calendar,test
1343,"Đặt lịch làm assignment tối nay.","đặt lịch làm assignment tối nay",calendar,test
1344,"Cho tôi xem các lịch sắp tới.","cho tôi xem các lịch sắp tới",calendar,test
1345,"Thêm reminder uống thuốc 8h tối.","thêm reminder uống thuốc 8h tối",calendar,test
1346,"Chiều mai có họp không ta?","chiều mai có họp không ta",calendar,test
1347,"Nhắc tôi đóng tiền điện cuối tháng.","nhắc tôi đóng tiền điện cuối tháng",calendar,test
1348,"Mai có lịch thi không?","mai có lịch thi không",calendar,test
1349,"Đặt lịch học nhóm lúc 2h chiều.","đặt lịch học nhóm lúc 2h chiều",calendar,test
1350,"Xóa reminder uống nước đi.","xóa reminder uống nước đi",calendar,test
1351,"Thêm lịch chạy bộ sáng mai.","thêm lịch chạy bộ sáng mai",calendar,test
1352,"Hôm nay có việc gì quan trọng không?","hôm nay có việc gì quan trọng không",calendar,test
1353,"Check lịch tối nay giúp tôi.","check lịch tối nay giúp tôi",calendar,test
1354,"Mở YouTube giúp tôi!","mở youtube giúp tôi",control_device,test
1355,"Bật wifi lên đi!","bật wifi lên đi",control_device,test
1356,"Restart máy tính hộ cái!","restart máy tính hộ cái",control_device,test
1357,"Tắt bluetooth giúp mình!","tắt bluetooth giúp mình",control_device,test
1358,"Mở Spotify phát nhạc chill!","mở spotify phát nhạc chill",control_device,test
1359,"Cho tôi vào Gmail luôn!","cho tôi vào gmail luôn",control_device,test
1360,"Mở chrome lẹ đi!","mở chrome lẹ đi",control_device,test
1361,"Bật chế độ tối giúp tôi!","bật chế độ tối giúp tôi",control_device,test
1362,"Bật hotspot điện thoại!","bật hotspot điện thoại",control_device,train
1363,"Đóng hết tab Chrome đi!","đóng hết tab chrome đi",control_device,train
1364,"Mở Visual Studio Code!","mở visual studio code",control_device,train
1365,"Vào Netflix luôn!","vào netflix luôn",control_device,train
1366,"Giảm độ sáng xuống chút!","giảm độ sáng xuống chút",control_device,train
1367,"Mở camera giúp tôi!","mở camera giúp tôi",control_device,train
1368,"Tắt wifi đi nha!","tắt wifi đi nha",control_device,train
1369,"Bật loa ngoài giúp tôi!","bật loa ngoài giúp tôi",control_device,train
1370,"Mở settings hệ thống!","mở settings hệ thống",control_device,train
1371,"Mở Google Calendar!","mở google calendar",control_device,train
1372,"Vào drive giúp cái!","vào drive giúp cái",control_device,train
