id,raw_text,normalized_text,label,split,normalized_no_accent
1328,Cuối tuần này có deadline gì không?,cuối tuần này có deadline gì không,calendar,train,cuoi tuan nay co deadline gi khong
1553,Vì sao pin iphone chai theo thời gian?,vì sao pin iphone chai theo thời gian,qa,train,vi sao pin iphone chai theo thoi gian
765,Lưu giờ ăn sáng của tôi.,lưu giờ ăn sáng của tôi,personalize,train,luu gio an sang cua toi
861,Hôm nay có gì cần làm không?,hôm nay có gì cần làm không,calendar,train,hom nay co gi can lam khong
1037,GPU dùng để làm gì?,gpu dùng để làm gì,qa,train,gpu dung đe lam gi
249,Gọi điện cho Đan!,gọi điện cho đan,control_device,train,goi đien cho đan
595,Cuối tuần có kế hoạch gì không?,cuối tuần có kế hoạch gì không,calendar,train,cuoi tuan co ke hoach gi khong
32,Tôi muốn tránh đường đông.,tôi muốn tránh đường đông,personalize,train,toi muon tranh đuong đong
754,Ngôn ngữ Python có tác dụng gì?,ngôn ngữ python có tác dụng gì,qa,train,ngon ngu python co tac dung gi
1188,Tìm blockchain trên Google!,tìm blockchain trên google,control_device,train,tim blockchain tren google
808,Nhắc tôi kiểm tra email sau 1 giờ.,nhắc tôi kiểm tra email sau giờ,calendar,train,nhac toi kiem tra email sau gio
810,Tại sao nên học từ vựng theo ngữ cảnh?,tại sao nên học từ vựng theo ngữ cảnh,qa,train,tai sao nen hoc tu vung theo ngu canh
268,Tại sao ăn quá nhiều đường lại gây hại?,tại sao ăn quá nhiều đường lại gây hại,qa,train,tai sao an qua nhieu đuong lai gay hai
1301,Ngày mai xem giúp tôi có lịch gì?,ngày mai xem giúp tôi có lịch gì,calendar,train,ngay mai xem giup toi co lich gi
229,Tắt wifi ngay!,tắt wifi ngay,control_device,train,tat wifi ngay
1258,Thêm lịch làm assignment tối nay.,thêm lịch làm assignment tối nay,calendar,test,them lich lam assignment toi nay
1129,Xóa lịch chiều nay.,xóa lịch chiều nay,calendar,train,xoa lich chieu nay
1020,AI khác Machine Learning chỗ nào?,ai khác machine learning chỗ nào,qa,validation,ai khac machine learning cho nao
1382,Mở YouTube đi!,mở youtube đi,control_device,train,mo youtube đi
722,Tạo lịch giải trí cuối tuần.,tạo lịch giải trí cuối tuần,calendar,train,tao lich giai tri cuoi tuan
1060,Virtualenv là gì?,virtualenv là gì,qa,train,virtualenv la gi
1513,Websocket có dùng cho game realtime được không?,websocket có dùng cho game realtime được không,qa,test,websocket co dung cho game realtime đuoc khong
615,Giấy phép lái xe cần những gì?,giấy phép lái xe cần những gì,qa,test,giay phep lai xe can nhung gi
367,Làm sao để tiết kiệm điện trong nhà?,làm sao để tiết kiệm điện trong nhà,qa,train,lam sao đe tiet kiem đien trong nha
906,Uống đủ nước có tác dụng gì?,uống đủ nước có tác dụng gì,qa,train,uong đu nuoc co tac dung gi
893,Nhắc tôi đi ăn với bạn vào tối nay.,nhắc tôi đi ăn với bạn vào tối nay,calendar,train,nhac toi đi an voi ban vao toi nay
265,Chiều nay tôi rảnh lúc nào?,chiều nay tôi rảnh lúc nào,calendar,train,chieu nay toi ranh luc nao
1247,Check giúp tôi lịch tối nay.,check giúp tôi lịch tối nay,calendar,train,check giup toi lich toi nay
610,Thêm lịch theo dõi công việc.,thêm lịch theo dõi công việc,calendar,train,them lich theo doi cong viec
17,Tôi thích dùng điện thoại hơn laptop.,tôi thích dùng điện thoại hơn laptop,personalize,train,toi thich dung đien thoai hon laptop
685,Tại sao multitasking không hiệu quả?,tại sao multitasking không hiệu quả,qa,train,tai sao multitasking khong hieu qua
1385,Mở du túp nhạc Lo-Fi!,mở du túp nhạc lo fi,control_device,validation,mo du tup nhac lo fi
1134,Tạo lịch gym 6h sáng mai.,tạo lịch gym h sáng mai,calendar,train,tao lich gym h sang mai
1052,Text to speech là gì?,text to speech là gì,qa,validation,text to speech la gi
64,Lịch hôm nay của tôi.,lịch hôm nay của tôi,calendar,train,lich hom nay cua toi
469,Lịch hôm nay của tôi ra sao?,lịch hôm nay của tôi ra sao,calendar,train,lich hom nay cua toi ra sao
414,Nhắc tôi đi ngủ lúc 11 giờ tối.,nhắc tôi đi ngủ lúc giờ tối,calendar,train,nhac toi đi ngu luc gio toi
1418,Vì sao websocket phù hợp voice assistant?,vì sao websocket phù hợp voice assistant,qa,test,vi sao websocket phu hop voice assistant
821,Tạo lịch đi dạo vào buổi tối.,tạo lịch đi dạo vào buổi tối,calendar,train,tao lich đi dao vao buoi toi
429,Sáng thứ hai tôi có họp không?,sáng thứ hai tôi có họp không,calendar,train,sang thu hai toi co hop khong
451,Chạy PowerPoint!,chạy powerpoint,control_device,train,chay powerpoint
24,Mở ShopeeFood!,mở shopeefood,control_device,train,mo shopeefood
1455,Vì sao GPU phù hợp train AI?,vì sao gpu phù hợp train ai,qa,test,vi sao gpu phu hop train ai
1213,AI học từ dữ liệu kiểu gì?,ai học từ dữ liệu kiểu gì,qa,train,ai hoc tu du lieu kieu gi
171,Mở command prompt!,mở command prompt,control_device,train,mo command prompt
1350,Xóa reminder uống nước đi.,xóa reminder uống nước đi,calendar,train,xoa reminder uong nuoc đi
713,Mở danh bạ!,mở danh bạ,control_device,test,mo danh ba
376,Những sự kiện sắp tới là gì?,những sự kiện sắp tới là gì,calendar,train,nhung su kien sap toi la gi
855,Tôi không ăn được đậu phộng.,tôi không ăn được đậu phộng,personalize,train,toi khong an đuoc đau phong
547,Tạo lịch làm đề reading vào sáng chủ nhật.,tạo lịch làm đề reading vào sáng chủ nhật,calendar,train,tao lich lam đe reading vao sang chu nhat
209,Vì sao nên đặt câu hỏi khi học?,vì sao nên đặt câu hỏi khi học,qa,train,vi sao nen đat cau hoi khi hoc
824,Cuối tuần này lịch trình thế nào?,cuối tuần này lịch trình thế nào,calendar,test,cuoi tuan nay lich trinh the nao
1404,Mình thích nghe piano khi code.,mình thích nghe piano khi code,personalize,test,minh thich nghe piano khi code
653,Kết thúc tiến trình!,kết thúc tiến trình,control_device,train,ket thuc tien trinh
1000,Giá trị của Pi là gì?,giá trị của pi là gì,qa,train,gia tri cua pi la gi
555,Học online hiệu quả như thế nào?,học online hiệu quả như thế nào,qa,train,hoc online hieu qua nhu the nao
408,100 đô bằng bao nhiêu tiền Việt?,đô bằng bao nhiêu tiền việt,qa,validation,đo bang bao nhieu tien viet
552,Tại sao uống nhiều nước lại tốt cho da?,tại sao uống nhiều nước lại tốt cho da,qa,train,tai sao uong nhieu nuoc lai tot cho da
657,Mở Terminal giúp tôi!,mở terminal giúp tôi,control_device,train,mo terminal giup toi
72,Làm sao để ngủ ngon?,làm sao để ngủ ngon,qa,train,lam sao đe ngu ngon
927,Sáng nay tôi có bận không?,sáng nay tôi có bận không,calendar,train,sang nay toi co ban khong
388,Làm sao để không bị trì hoãn?,làm sao để không bị trì hoãn,qa,train,lam sao đe khong bi tri hoan
378,Làm sao để giảm stress?,làm sao để giảm stress,qa,train,lam sao đe giam stress
207,Vì sao học qua phim ảnh hiệu quả?,vì sao học qua phim ảnh hiệu quả,qa,train,vi sao hoc qua phim anh hieu qua
883,Khi nào đến giờ học IELTS?,khi nào đến giờ học ielts,calendar,train,khi nao đen gio hoc ielts
84,Bật app đặt đồ ăn!,bật app đặt đồ ăn,control_device,train,bat app đat đo an
568,Mở ứng dụng ghi chú nhanh!,mở ứng dụng ghi chú nhanh,control_device,train,mo ung dung ghi chu nhanh
299,Mấy giờ học vi điều khiển?,mấy giờ học vi điều khiển,calendar,train,may gio hoc vi đieu khien
482,Mở YouTube!,mở youtube,control_device,train,mo youtube
1128,Mai có lịch gì không?,mai có lịch gì không,calendar,train,mai co lich gi khong
1147,Thêm reminder họp team 8h.,thêm reminder họp team h,calendar,train,them reminder hop team h
332,Tôi không thích video quá dài.,tôi không thích video quá dài,personalize,validation,toi khong thich video qua dai
1163,Tôi làm ở Google.,tôi làm ở google,personalize,train,toi lam o google
1352,Hôm nay có việc gì quan trọng không?,hôm nay có việc gì quan trọng không,calendar,train,hom nay co viec gi quan trong khong
839,Nước chiếm bao nhiêu phần trăm cơ thể?,nước chiếm bao nhiêu phần trăm cơ thể,qa,test,nuoc chiem bao nhieu phan tram co the
300,Thêm lịch làm việc buổi sáng.,thêm lịch làm việc buổi sáng,calendar,train,them lich lam viec buoi sang
220,Tại sao nên lập kế hoạch trước?,tại sao nên lập kế hoạch trước,qa,train,tai sao nen lap ke hoach truoc
704,Mở ứng dụng thời tiết!,mở ứng dụng thời tiết,control_device,validation,mo ung dung thoi tiet
146,Nhắc tôi đi làm mỗi sáng 8h.,nhắc tôi đi làm mỗi sáng h,calendar,train,nhac toi đi lam moi sang h
1481,Check lịch dùm tôi với!,check lịch dùm tôi với,calendar,train,check lich dum toi voi
842,Tạo lịch chi tiêu hàng tháng.,tạo lịch chi tiêu hàng tháng,calendar,train,tao lich chi tieu hang thang
949,Thêm sự kiện đi chơi tối nay.,thêm sự kiện đi chơi tối nay,calendar,validation,them su kien đi choi toi nay
16,Mở khóa màn hình!,mở khóa màn hình,control_device,test,mo khoa man hinh
1044,Học AI bắt đầu từ đâu?,học ai bắt đầu từ đâu,qa,train,hoc ai bat đau tu đau
1547,Vì sao học bằng hình ảnh dễ nhớ hơn?,vì sao học bằng hình ảnh dễ nhớ hơn,qa,train,vi sao hoc bang hinh anh de nho hon
600,Tuần này có lịch học không?,tuần này có lịch học không,calendar,train,tuan nay co lich hoc khong
230,Tuần sau tôi có lịch gì?,tuần sau tôi có lịch gì,calendar,train,tuan sau toi co lich gi
468,Tuần sau có lịch học không?,tuần sau có lịch học không,calendar,train,tuan sau co lich hoc khong
988,Tôi uống cà phê mỗi sáng.,tôi uống cà phê mỗi sáng,personalize,train,toi uong ca phe moi sang
523,Thêm lịch luyện speaking IELTS lúc 8 giờ tối mỗi ngày.,thêm lịch luyện speaking ielts lúc giờ tối mỗi ngày,calendar,train,them lich luyen speaking ielts luc gio toi moi ngay
1517,Máy lag quá restart giúp mình cái!,máy lag quá restart giúp mình cái,control_device,validation,may lag qua restart giup minh cai
957,Thêm lịch đi du lịch cuối tháng.,thêm lịch đi du lịch cuối tháng,calendar,train,them lich đi du lich cuoi thang
1198,Tìm AI Agent!,tìm ai agent,control_device,train,tim ai agent
1308,Đặt hộ tôi lịch họp sáng mai.,đặt hộ tôi lịch họp sáng mai,calendar,train,đat ho toi lich hop sang mai
1165,Hãy trả lời ngắn gọn thôi.,hãy trả lời ngắn gọn thôi,personalize,train,hay tra loi ngan gon thoi
569,Ngày mai có kiểm tra gì không?,ngày mai có kiểm tra gì không,calendar,train,ngay mai co kiem tra gi khong
940,Lên lịch tập gym chiều nay.,lên lịch tập gym chiều nay,calendar,train,len lich tap gym chieu nay
365,Ăn táo có tốt không?,ăn táo có tốt không,qa,train,an tao co tot khong
1101,Clustering là gì?,clustering là gì,qa,train,clustering la gi
1340,Nhắc tôi check mail lúc 9h sáng.,nhắc tôi check mail lúc h sáng,calendar,train,nhac toi check mail luc h sang
242,Khởi động lại máy!,khởi động lại máy,control_device,train,khoi đong lai may
649,Hôm nay tôi có lịch gì quan trọng không?,hôm nay tôi có lịch gì quan trọng không,calendar,validation,hom nay toi co lich gi quan trong khong
969,Tháng này có bận không?,tháng này có bận không,calendar,train,thang nay co ban khong
941,Nhắc tôi uống nước mỗi 2 giờ.,nhắc tôi uống nước mỗi giờ,calendar,train,nhac toi uong nuoc moi gio
524,Bật chế độ im lặng!,bật chế độ im lặng,control_device,train,bat che đo im lang
162,Bật chế độ không làm phiền!,bật chế độ không làm phiền,control_device,train,bat che đo khong lam phien
741,Lịch làm việc tuần này thế nào?,lịch làm việc tuần này thế nào,calendar,train,lich lam viec tuan nay the nao
506,Tôi thường đọc sách trước khi ngủ.,tôi thường đọc sách trước khi ngủ,personalize,train,toi thuong đoc sach truoc khi ngu
37,Đặt báo thức lúc 7 giờ sáng!,đặt báo thức lúc giờ sáng,control_device,test,đat bao thuc luc gio sang
630,Sáng thứ bảy tôi có trống lịch không?,sáng thứ bảy tôi có trống lịch không,calendar,train,sang thu bay toi co trong lich khong
343,Kỹ năng giao tiếp quan trọng ra sao?,kỹ năng giao tiếp quan trọng ra sao,qa,validation,ky nang giao tiep quan trong ra sao
960,Đóng ứng dụng Zalo!,đóng ứng dụng zalo,control_device,train,đong ung dung zalo
1027,RAG là gì?,rag là gì,qa,train,rag la gi
761,Lên lịch họp online ngày mai.,lên lịch họp online ngày mai,calendar,validation,len lich hop online ngay mai
374,Python dùng để làm gì?,python dùng để làm gì,qa,train,python dung đe lam gi
387,Tại sao cần kiểm tra xe trước khi đi xa?,tại sao cần kiểm tra xe trước khi đi xa,qa,train,tai sao can kiem tra xe truoc khi đi xa
1332,Mai có phải đi học không nhỉ?,mai có phải đi học không nhỉ,calendar,train,mai co phai đi hoc khong nhi
59,Thêm lịch yoga vào buổi sáng.,thêm lịch yoga vào buổi sáng,calendar,train,them lich yoga vao buoi sang
773,Cách kiểm tra xe trước khi đi xa?,cách kiểm tra xe trước khi đi xa,qa,train,cach kiem tra xe truoc khi đi xa
384,Ngày mai tôi có kế hoạch gì?,ngày mai tôi có kế hoạch gì,calendar,train,ngay mai toi co ke hoach gi
272,Thêm sinh nhật mẹ ngày 30 tháng 7.,thêm sinh nhật mẹ ngày tháng,calendar,train,them sinh nhat me ngay thang
1211,Công dụng của docker là gì?,công dụng của docker là gì,qa,train,cong dung cua docker la gi
590,Ngày kia có lịch học không?,ngày kia có lịch học không,calendar,train,ngay kia co lich hoc khong
117,Tắt chế độ máy bay!,tắt chế độ máy bay,control_device,train,tat che đo may bay
1443,RAG là gì thế?,rag là gì thế,qa,test,rag la gi the
1217,Mô hình ngôn ngữ lớn là gì?,mô hình ngôn ngữ lớn là gì,qa,train,mo hinh ngon ngu lon la gi
1138,Check lịch ngày mai.,check lịch ngày mai,calendar,train,check lich ngay mai
864,Mở chế độ máy bay!,mở chế độ máy bay,control_device,train,mo che đo may bay
176,Lợi ích của việc uống nhiều nước?,lợi ích của việc uống nhiều nước,qa,train,loi ich cua viec uong nhieu nuoc
844,Tạo lịch nghỉ ngơi cuối tuần.,tạo lịch nghỉ ngơi cuối tuần,calendar,train,tao lich nghi ngoi cuoi tuan
1457,JSON dùng để làm gì?,json dùng để làm gì,qa,train,json dung đe lam gi
271,Ngày mai có gì không?,ngày mai có gì không,calendar,train,ngay mai co gi khong
391,Hôm nay tôi bận không?,hôm nay tôi bận không,calendar,train,hom nay toi ban khong
785,Tại sao nước biển mặn?,tại sao nước biển mặn,qa,train,tai sao nuoc bien man
662,Cách học ngoại ngữ hiệu quả?,cách học ngoại ngữ hiệu quả,qa,train,cach hoc ngoai ngu hieu qua
1081,Smart home là gì?,smart home là gì,qa,train,smart home la gi
1345,Thêm reminder uống thuốc 8h tối.,thêm reminder uống thuốc h tối,calendar,train,them reminder uong thuoc h toi
958,Cách kiểm tra tốc độ mạng?,cách kiểm tra tốc độ mạng,qa,test,cach kiem tra toc đo mang
562,Vì sao giấc ngủ ảnh hưởng đến tâm trạng?,vì sao giấc ngủ ảnh hưởng đến tâm trạng,qa,train,vi sao giac ngu anh huong đen tam trang
827,Lên lịch luyện đề vào cuối tuần.,lên lịch luyện đề vào cuối tuần,calendar,train,len lich luyen đe vao cuoi tuan
449,Tôi thích làm việc theo deadline rõ ràng.,tôi thích làm việc theo deadline rõ ràng,personalize,validation,toi thich lam viec theo deadline ro rang
371,Nhắc tôi sinh nhật mẹ.,nhắc tôi sinh nhật mẹ,calendar,train,nhac toi sinh nhat me
1105,AI agent là gì?,ai agent là gì,qa,train,ai agent la gi
1109,Quantization là gì?,quantization là gì,qa,train,quantization la gi
1480,Nhớ tôi học bài lúc 8h tối nha!,nhớ tôi học bài lúc h tối nha,calendar,test,nho toi hoc bai luc h toi nha
680,Vì sao con người dễ bị áp lực?,vì sao con người dễ bị áp lực,qa,train,vi sao con nguoi de bi ap luc
1291,Mở docs Google!,mở docs google,control_device,train,mo docs google
742,Nhắc tôi bảo dưỡng xe vào cuối tháng.,nhắc tôi bảo dưỡng xe vào cuối tháng,calendar,train,nhac toi bao duong xe vao cuoi thang
339,Tắt wifi!,tắt wifi,control_device,train,tat wifi
288,Trí tuệ nhân tạo là gì vậy?,trí tuệ nhân tạo là gì vậy,qa,train,tri tue nhan tao la gi vay
546,Ghi lại giúp tôi.,ghi lại giúp tôi,personalize,train,ghi lai giup toi
1528,Vào google docs giúp tôi!,vào google docs giúp tôi,control_device,validation,vao google docs giup toi
526,Rạp chiếu phim gần đây ở đâu?,rạp chiếu phim gần đây ở đâu,qa,test,rap chieu phim gan đay o đau
681,Lên lịch học thêm vào tối nay.,lên lịch học thêm vào tối nay,calendar,train,len lich hoc them vao toi nay
358,Thêm lịch check mail buổi sáng.,thêm lịch check mail buổi sáng,calendar,test,them lich check mail buoi sang
1094,Học data mining là gì?,học data mining là gì,qa,train,hoc data mining la gi
342,Khởi động Jupyter Notebook!,khởi động jupyter notebook,control_device,train,khoi đong jupyter notebook
1510,AI agent khác chatbot chỗ nào?,ai agent khác chatbot chỗ nào,qa,train,ai agent khac chatbot cho nao
854,Tôi thích xem phim hành động.,tôi thích xem phim hành động,personalize,train,toi thich xem phim hanh đong
1431,FastAPI async có lợi gì?,fastapi async có lợi gì,qa,train,fastapi async co loi gi
278,Làm sao để tạo thói quen tốt?,làm sao để tạo thói quen tốt,qa,validation,lam sao đe tao thoi quen tot
533,Lên lịch trao đổi công việc vào chiều thứ sáu.,lên lịch trao đổi công việc vào chiều thứ sáu,calendar,train,len lich trao đoi cong viec vao chieu thu sau
1273,Mình tên là Minh Anh.,mình tên là minh anh,personalize,train,minh ten la minh anh
1131,Lịch ngày mai sao rồi?,lịch ngày mai sao rồi,calendar,train,lich ngay mai sao roi
695,Đóng PyCharm lại!,đóng pycharm lại,control_device,train,đong pycharm lai
476,Tắt Word đi!,tắt word đi,control_device,train,tat word đi
945,Tạo nhắc nhở uống thuốc.,tạo nhắc nhở uống thuốc,calendar,validation,tao nhac nho uong thuoc
725,Thêm giúp tôi một nhắc nhở lúc 6h.,thêm giúp tôi một nhắc nhở lúc h,calendar,train,them giup toi mot nhac nho luc h
405,Tuần này có deadline nào không?,tuần này có deadline nào không,calendar,train,tuan nay co deadline nao khong
236,Hôm nay tôi có lịch gì?,hôm nay tôi có lịch gì,calendar,train,hom nay toi co lich gi
622,RAM ảnh hưởng thế nào đến hiệu năng máy tính?,ram ảnh hưởng thế nào đến hiệu năng máy tính,qa,train,ram anh huong the nao đen hieu nang may tinh
1438,Qwen với Llama khác nhau thế nào?,qwen với llama khác nhau thế nào,qa,train,qwen voi llama khac nhau the nao
1338,Xem giúp tôi lịch ngày kia.,xem giúp tôi lịch ngày kia,calendar,train,xem giup toi lich ngay kia
18,Thêm lịch tập gym buổi chiều.,thêm lịch tập gym buổi chiều,calendar,train,them lich tap gym buoi chieu
1359,Cho tôi vào Gmail luôn!,cho tôi vào gmail luôn,control_device,train,cho toi vao gmail luon
759,Nhắc tôi họp nhóm vào sáng mai.,nhắc tôi họp nhóm vào sáng mai,calendar,train,nhac toi hop nhom vao sang mai
444,Nhắc tôi đi ngủ sớm tối nay.,nhắc tôi đi ngủ sớm tối nay,calendar,train,nhac toi đi ngu som toi nay
917,Thứ hai tới có lịch gì không?,thứ hai tới có lịch gì không,calendar,train,thu hai toi co lich gi khong
717,Tôi đang cố gắng tập thể dục đều.,tôi đang cố gắng tập thể dục đều,personalize,validation,toi đang co gang tap the duc đeu
1462,Prompt engineering nghĩa là gì?,prompt engineering nghĩa là gì,qa,train,prompt engineering nghia la gi
1319,Nhắc tôi uống nước sau 30 phút nữa.,nhắc tôi uống nước sau phút nữa,calendar,train,nhac toi uong nuoc sau phut nua
1130,Đặt lịch học lúc 7h tối.,đặt lịch học lúc h tối,calendar,train,đat lich hoc luc h toi
778,Thêm lịch giùm tôi.,thêm lịch giùm tôi,calendar,train,them lich gium toi
245,Làm mới màn hình desktop!,làm mới màn hình desktop,control_device,train,lam moi man hinh desktop
505,Tại sao cần luyện phát âm?,tại sao cần luyện phát âm,qa,train,tai sao can luyen phat am
1036,Vì sao AI cần dữ liệu?,vì sao ai cần dữ liệu,qa,train,vi sao ai can du lieu
1297,Search semantic retrieval!,search semantic retrieval,control_device,train,search semantic retrieval
1449,Transformer model hoạt động ra sao?,transformer model hoạt động ra sao,qa,validation,transformer model hoat đong ra sao
500,Tôi thường nghe podcast trước khi ngủ.,tôi thường nghe podcast trước khi ngủ,personalize,test,toi thuong nghe podcast truoc khi ngu
1339,Hủy lịch học tối nay đi.,hủy lịch học tối nay đi,calendar,train,huy lich hoc toi nay đi
1389,Mở YouTube rồi phát nhạc chill luôn!,mở youtube rồi phát nhạc chill luôn,control_device,train,mo youtube roi phat nhac chill luon
1434,Vì sao cosine similarity đo độ giống được?,vì sao cosine similarity đo độ giống được,qa,train,vi sao cosine similarity đo đo giong đuoc
668,Lên lịch kiểm tra sức khỏe tháng sau.,lên lịch kiểm tra sức khỏe tháng sau,calendar,train,len lich kiem tra suc khoe thang sau
671,Tại sao cần ngủ đủ giấc?,tại sao cần ngủ đủ giấc,qa,train,tai sao can ngu đu giac
876,Tìm đường về nhà!,tìm đường về nhà,control_device,train,tim đuong ve nha
277,Sao chép file!,sao chép file,control_device,train,sao chep file
869,Tôi làm việc hiệu quả nhất vào ban đêm.,tôi làm việc hiệu quả nhất vào ban đêm,personalize,train,toi lam viec hieu qua nhat vao ban đem
1253,Tôi có bận tối mai không?,tôi có bận tối mai không,calendar,train,toi co ban toi mai khong
402,Bật trình duyệt Chrome!,bật trình duyệt chrome,control_device,validation,bat trinh duyet chrome
1361,Bật chế độ tối giúp tôi!,bật chế độ tối giúp tôi,control_device,train,bat che đo toi giup toi
1428,Whisper nhận diện giọng nói kiểu gì?,whisper nhận diện giọng nói kiểu gì,qa,train,whisper nhan dien giong noi kieu gi
1048,Unsupervised learning là gì?,unsupervised learning là gì,qa,train,unsupervised learning la gi
85,Tạo nhắc nhở học lúc 6 giờ sáng.,tạo nhắc nhở học lúc giờ sáng,calendar,validation,tao nhac nho hoc luc gio sang
961,Tôi có rảnh hôm nay không?,tôi có rảnh hôm nay không,calendar,train,toi co ranh hom nay khong
732,Tôi có rảnh tuần sau không?,tôi có rảnh tuần sau không,calendar,train,toi co ranh tuan sau khong
623,Chiều nay có khoảng trống nào không?,chiều nay có khoảng trống nào không,calendar,train,chieu nay co khoang trong nao khong
829,Tôi đang học lập trình Python.,tôi đang học lập trình python,personalize,test,toi đang hoc lap trinh python
743,Tôi hay uống trà.,tôi hay uống trà,personalize,train,toi hay uong tra
659,Thêm lịch đi khám định kỳ.,thêm lịch đi khám định kỳ,calendar,train,them lich đi kham đinh ky
1006,Làm sao để tập trung khi học?,làm sao để tập trung khi học,qa,train,lam sao đe tap trung khi hoc
1289,Vào TikTok luôn!,vào tiktok luôn,control_device,train,vao tiktok luon
74,Tạo lịch đọc sách lúc 9 giờ tối.,tạo lịch đọc sách lúc giờ tối,calendar,train,tao lich đoc sach luc gio toi
1002,Hẹn báo thức 7h sáng!,hẹn báo thức h sáng,control_device,train,hen bao thuc h sang
456,Đặt lịch mai.,đặt lịch mai,calendar,train,đat lich mai
1033,PostgreSQL là gì?,postgresql là gì,qa,train,postgresql la gi
1402,Mình thích cafe yên tĩnh để học bài.,mình thích cafe yên tĩnh để học bài,personalize,train,minh thich cafe yen tinh đe hoc bai
1557,Uống nước ngay sau khi ngủ dậy có tốt không?,uống nước ngay sau khi ngủ dậy có tốt không,qa,train,uong nuoc ngay sau khi ngu day co tot khong
781,Đổi tên file!,đổi tên file,control_device,validation,đoi ten file
1346,Chiều mai có họp không ta?,chiều mai có họp không ta,calendar,train,chieu mai co hop khong ta
920,Nhớ giúp tôi những điều này.,nhớ giúp tôi những điều này,personalize,train,nho giup toi nhung đieu nay
79,Sáng nay có cuộc họp không?,sáng nay có cuộc họp không,calendar,test,sang nay co cuoc hop khong
111,Tôi có cuộc hẹn nào không?,tôi có cuộc hẹn nào không,calendar,train,toi co cuoc hen nao khong
1199,YouTube nhạc chill!,youtube nhạc chill,control_device,train,youtube nhac chill
294,Next bài hát!,next bài hát,control_device,train,next bai hat
822,Tại sao ngủ đủ giấc lại giúp tăng trí nhớ?,tại sao ngủ đủ giấc lại giúp tăng trí nhớ,qa,validation,tai sao ngu đu giac lai giup tang tri nho
1337,Đặt lịch ăn tối với khách hàng.,đặt lịch ăn tối với khách hàng,calendar,train,đat lich an toi voi khach hang
857,Đóng hết cửa sổ đang mở!,đóng hết cửa sổ đang mở,control_device,validation,đong het cua so đang mo
1047,Supervised learning là gì?,supervised learning là gì,qa,train,supervised learning la gi
632,Ngủ bao nhiêu tiếng là đủ mỗi ngày?,ngủ bao nhiêu tiếng là đủ mỗi ngày,qa,train,ngu bao nhieu tieng la đu moi ngay
1073,Thread là gì?,thread là gì,qa,test,thread la gi
602,Tạo lịch họp với khách hàng vào chiều mai.,tạo lịch họp với khách hàng vào chiều mai,calendar,train,tao lich hop voi khach hang vao chieu mai
196,Tạo lịch đi chơi vào cuối tuần.,tạo lịch đi chơi vào cuối tuần,calendar,train,tao lich đi choi vao cuoi tuan
504,Giải phương trình bậc hai như thế nào?,giải phương trình bậc hai như thế nào,qa,train,giai phuong trinh bac hai nhu the nao
1536,Cuda dùng để tăng tốc kiểu gì?,cuda dùng để tăng tốc kiểu gì,qa,test,cuda dung đe tang toc kieu gi
691,Tại sao cần nghỉ ngơi hợp lý?,tại sao cần nghỉ ngơi hợp lý,qa,train,tai sao can nghi ngoi hop ly
992,Thêm lịch đi chơi cuối tuần.,thêm lịch đi chơi cuối tuần,calendar,train,them lich đi choi cuoi tuan
1084,Ollama dùng để làm gì?,ollama dùng để làm gì,qa,train,ollama dung đe lam gi
926,Tại sao cơ thể cần vitamin D?,tại sao cơ thể cần vitamin d,qa,train,tai sao co the can vitamin d
1439,Websocket là gì vậy?,websocket là gì vậy,qa,train,websocket la gi vay
793,Tắt tất cả ứng dụng Office!,tắt tất cả ứng dụng office,control_device,train,tat tat ca ung dung office
1486,Tắt nhạc đi!,tắt nhạc đi,control_device,train,tat nhac đi
330,Tại sao học ngữ pháp quan trọng?,tại sao học ngữ pháp quan trọng,qa,train,tai sao hoc ngu phap quan trong
170,Cách vượt qua áp lực?,cách vượt qua áp lực,qa,test,cach vuot qua ap luc
169,Tại sao nên học mỗi ngày?,tại sao nên học mỗi ngày,qa,train,tai sao nen hoc moi ngay
1390,Mai nhắc tôi họp rồi mở zoom giúp tôi.,mai nhắc tôi họp rồi mở zoom giúp tôi,calendar,train,mai nhac toi hop roi mo zoom giup toi
865,Tại sao procrastination xảy ra?,tại sao procrastination xảy ra,qa,train,tai sao procrastination xay ra
219,Variable là gì?,variable là gì,qa,train,variable la gi
996,Bật điểm phát wifi!,bật điểm phát wifi,control_device,train,bat điem phat wifi
224,Lên lịch nói chuyện với khách hàng.,lên lịch nói chuyện với khách hàng,calendar,train,len lich noi chuyen voi khach hang
415,Vi điều khiển là gì vậy?,vi điều khiển là gì vậy,qa,test,vi đieu khien la gi vay
951,Truy cập Facebook!,truy cập facebook,control_device,train,truy cap facebook
999,Chia sẻ ảnh!,chia sẻ ảnh,control_device,train,chia se anh
1364,Mở Visual Studio Code!,mở visual studio code,control_device,test,mo visual studio code
549,Khi nào nên dùng GPU thay vì CPU?,khi nào nên dùng gpu thay vì cpu,qa,train,khi nao nen dung gpu thay vi cpu
1487,Mở GitHub lên!,mở github lên,control_device,train,mo github len
305,Khi nào đến lịch bảo dưỡng xe?,khi nào đến lịch bảo dưỡng xe,calendar,test,khi nao đen lich bao duong xe
750,Tắt trình duyệt!,tắt trình duyệt,control_device,test,tat trinh duyet
